    INFO: 2025-11-07 06:15:12,616:               log.py:   20: Logging to C:\DataOps\dbt_airflow_project\mdpdf.log
   DEBUG: 2025-11-07 06:15:13,046:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2025-11-07 06:15:13,047:      pdf_renderer.py:  470: printSegment: null)
   DEBUG: 2025-11-07 06:15:13,047:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,048:      pdf_renderer.py:  470: printSegment: Custom SQL tests
   DEBUG: 2025-11-07 06:15:13,048:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,049:      pdf_renderer.py:  470: printSegment: Relationship tests
   DEBUG: 2025-11-07 06:15:13,049:      pdf_renderer.py:  470: printSegment:  4 
   DEBUG: 2025-11-07 06:15:13,050:      pdf_renderer.py:  470: printSegment: Macros:
   DEBUG: 2025-11-07 06:15:13,051:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,051:      pdf_renderer.py:  470: printSegment: Reusable SQL snippets
   DEBUG: 2025-11-07 06:15:13,052:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,052:      pdf_renderer.py:  470: printSegment: Jinja functions
   DEBUG: 2025-11-07 06:15:13,053:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,054:      pdf_renderer.py:  470: printSegment: DRY principle
   DEBUG: 2025-11-07 06:15:13,054:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,055:      pdf_renderer.py:  470: printSegment: Package ecosystem
   DEBUG: 2025-11-07 06:15:13,055:      pdf_renderer.py:  470: printSegment:  5 
   DEBUG: 2025-11-07 06:15:13,056:      pdf_renderer.py:  470: printSegment: Documentation:
   DEBUG: 2025-11-07 06:15:13,057:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,057:      pdf_renderer.py:  470: printSegment: Auto-generated
   DEBUG: 2025-11-07 06:15:13,058:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,058:      pdf_renderer.py:  470: printSegment: Lineage graphs
   DEBUG: 2025-11-07 06:15:13,059:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,060:      pdf_renderer.py:  470: printSegment: Column descriptions
   DEBUG: 2025-11-07 06:15:13,060:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,061:      pdf_renderer.py:  470: printSegment: Test results
   DEBUG: 2025-11-07 06:15:13,062:      pdf_renderer.py:  470: printSegment: DBT Project Structure
   DEBUG: 2025-11-07 06:15:13,062:      pdf_renderer.py:  470: printSegment: dbt_project/
   DEBUG: 2025-11-07 06:15:13,063:      pdf_renderer.py:  470: printSegment: ├── dbt_project.yml          # Project configuration
   DEBUG: 2025-11-07 06:15:13,064:      pdf_renderer.py:  470: printSegment: ├── profiles.yml             # Connection profiles
   DEBUG: 2025-11-07 06:15:13,065:      pdf_renderer.py:  470: printSegment: ├── packages.yml             # Dependencies
   DEBUG: 2025-11-07 06:15:13,065:      pdf_renderer.py:  470: printSegment: ├── models/
   DEBUG: 2025-11-07 06:15:13,066:      pdf_renderer.py:  470: printSegment: │   ├── staging/            # Layer 1: Raw data cleanup
   DEBUG: 2025-11-07 06:15:13,066:      pdf_renderer.py:  470: printSegment: │   │   ├── stg_customers.sql
   DEBUG: 2025-11-07 06:15:13,067:      pdf_renderer.py:  470: printSegment: │   │   ├── stg_orders.sql
   DEBUG: 2025-11-07 06:15:13,067:      pdf_renderer.py:  470: printSegment: │   │   └── schema.yml
   DEBUG: 2025-11-07 06:15:13,068:      pdf_renderer.py:  470: printSegment: │   ├── intermediate/       # Layer 2: Business logic
   DEBUG: 2025-11-07 06:15:13,068:      pdf_renderer.py:  470: printSegment: │   │   ├── int_customer_orders.sql
   DEBUG: 2025-11-07 06:15:13,069:      pdf_renderer.py:  470: printSegment: │   │   └── schema.yml
   DEBUG: 2025-11-07 06:15:13,070:      pdf_renderer.py:  470: printSegment: │   └── marts/              # Layer 3: Analytics ready
   DEBUG: 2025-11-07 06:15:13,070:      pdf_renderer.py:  470: printSegment: │       ├── customer_analytics.sql
   DEBUG: 2025-11-07 06:15:13,071:      pdf_renderer.py:  470: printSegment: │       └── schema.yml
   DEBUG: 2025-11-07 06:15:13,071:      pdf_renderer.py:  470: printSegment: ├── tests/                  # Custom tests
   DEBUG: 2025-11-07 06:15:13,072:      pdf_renderer.py:  470: printSegment: ├── macros/                 # Reusable functions
   DEBUG: 2025-11-07 06:15:13,073:      pdf_renderer.py:  470: printSegment: ├── snapshots/              # SCD Type 2
   DEBUG: 2025-11-07 06:15:13,073:      pdf_renderer.py:  470: printSegment: ├── seeds/                  # CSV reference data
   DEBUG: 2025-11-07 06:15:13,074:      pdf_renderer.py:  470: printSegment: └── analyses/               # Ad-hoc queries
   DEBUG: 2025-11-07 06:15:13,075:      pdf_renderer.py:  470: printSegment: Folder Organization Best Practices:
   DEBUG: 2025-11-07 06:15:13,076:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,076:      pdf_renderer.py:  470: printSegment: Group by business domain
   DEBUG: 2025-11-07 06:15:13,077:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,078:      pdf_renderer.py:  470: printSegment: Separate by transformation layer
   DEBUG: 2025-11-07 06:15:13,078:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,079:      pdf_renderer.py:  470: printSegment: Clear naming conventions
   DEBUG: 2025-11-07 06:15:13,079:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,080:      pdf_renderer.py:  470: printSegment: Logical dependencies
   DEBUG: 2025-11-07 06:15:13,081:      pdf_renderer.py:  470: printSegment: DBT Materialization Strategies
   DEBUG: 2025-11-07 06:15:13,081:      pdf_renderer.py:  470: printSegment: 1. View (Default):
   DEBUG: 2025-11-07 06:15:13,082:      pdf_renderer.py:  470: printSegment: {{ config(materialized='view') }}
   DEBUG: 2025-11-07 06:15:13,083:      pdf_renderer.py:  470: printSegment: SELECT * FROM source_table
   DEBUG: 2025-11-07 06:15:13,084:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,084:      pdf_renderer.py:  470: printSegment: Virtual table
   DEBUG: 2025-11-07 06:15:13,085:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,085:      pdf_renderer.py:  470: printSegment: No storage cost
   DEBUG: 2025-11-07 06:15:13,086:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,086:      pdf_renderer.py:  470: printSegment: Always fresh data
   DEBUG: 2025-11-07 06:15:13,087:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,088:      pdf_renderer.py:  470: printSegment: Slower query performance
   DEBUG: 2025-11-07 06:15:13,088:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,089:      pdf_renderer.py:  470: printSegment: Use for: Lightweight transformations
   DEBUG: 2025-11-07 06:15:13,090:      pdf_renderer.py:  470: printSegment: 2. Table:
   DEBUG: 2025-11-07 06:15:13,090:      pdf_renderer.py:  470: printSegment: {{ config(materialized='table') }}
   DEBUG: 2025-11-07 06:15:13,091:      pdf_renderer.py:  470: printSegment: SELECT * FROM source_table
   DEBUG: 2025-11-07 06:15:13,092:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,092:      pdf_renderer.py:  470: printSegment: Physical table
   DEBUG: 2025-11-07 06:15:13,093:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,094:      pdf_renderer.py:  470: printSegment: Storage cost
   DEBUG: 2025-11-07 06:15:13,094:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,095:      pdf_renderer.py:  470: printSegment: Faster queries
   DEBUG: 2025-11-07 06:15:13,095:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,096:      pdf_renderer.py:  470: printSegment: Stale until rebuilt
   DEBUG: 2025-11-07 06:15:13,097:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,097:      pdf_renderer.py:  470: printSegment: Use for: Heavy transformations, final marts
   DEBUG: 2025-11-07 06:15:13,098:      pdf_renderer.py:  470: printSegment: 3. Incremental:
   DEBUG: 2025-11-07 06:15:13,099:      pdf_renderer.py:  470: printSegment: {{ config(materialized='incremental') }}
   DEBUG: 2025-11-07 06:15:13,100:      pdf_renderer.py:  470: printSegment: SELECT * FROM source_table
   DEBUG: 2025-11-07 06:15:13,100:      pdf_renderer.py:  470: printSegment: {% if is_incremental() %}
   DEBUG: 2025-11-07 06:15:13,101:      pdf_renderer.py:  470: printSegment: WHERE updated_at > (SELECT MAX(updated_at) FROM {{ this }})
   DEBUG: 2025-11-07 06:15:13,101:      pdf_renderer.py:  470: printSegment: {% endif %}
   DEBUG: 2025-11-07 06:15:13,102:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,103:      pdf_renderer.py:  470: printSegment: Append or update only new records
   DEBUG: 2025-11-07 06:15:13,103:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,104:      pdf_renderer.py:  470: printSegment: Efficient for large tables
   DEBUG: 2025-11-07 06:15:13,104:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,105:      pdf_renderer.py:  470: printSegment: Complex logic
   DEBUG: 2025-11-07 06:15:13,105:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,106:      pdf_renderer.py:  470: printSegment: Use for: Event logs, time-series data
   DEBUG: 2025-11-07 06:15:13,106:      pdf_renderer.py:  470: printSegment: 4. Ephemeral:
   DEBUG: 2025-11-07 06:15:13,107:      pdf_renderer.py:  470: printSegment: {{ config(materialized='ephemeral') }}
   DEBUG: 2025-11-07 06:15:13,108:      pdf_renderer.py:  470: printSegment: SELECT * FROM source_table
   DEBUG: 2025-11-07 06:15:13,108:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,109:      pdf_renderer.py:  470: printSegment: CTE in dependent models
   DEBUG: 2025-11-07 06:15:13,109:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,110:      pdf_renderer.py:  470: printSegment: No database object
   DEBUG: 2025-11-07 06:15:13,110:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,111:      pdf_renderer.py:  470: printSegment: Reduces clutter
   DEBUG: 2025-11-07 06:15:13,111:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,112:      pdf_renderer.py:  470: printSegment: Use for: Intermediate logic
   DEBUG: 2025-11-07 06:15:13,112:      pdf_renderer.py:  470: printSegment: DBT Jinja Templating
   DEBUG: 2025-11-07 06:15:13,113:      pdf_renderer.py:  470: printSegment: What is Jinja?
   DEBUG: 2025-11-07 06:15:13,114:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,114:      pdf_renderer.py:  470: printSegment: Python templating language
   DEBUG: 2025-11-07 06:15:13,115:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,115:      pdf_renderer.py:  470: printSegment: Dynamic SQL generation
   DEBUG: 2025-11-07 06:15:13,116:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,117:      pdf_renderer.py:  470: printSegment: Control structures (if, for)
   DEBUG: 2025-11-07 06:15:13,117:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,118:      pdf_renderer.py:  470: printSegment: Variables and macros
   DEBUG: 2025-11-07 06:15:13,119:      pdf_renderer.py:  470: printSegment: Common Jinja Patterns:
   DEBUG: 2025-11-07 06:15:13,119:      pdf_renderer.py:  470: printSegment: 1. Referencing Models:
   DEBUG: 2025-11-07 06:15:13,120:      pdf_renderer.py:  470: printSegment: SELECT * FROM {{ ref('stg_customers') }}
   DEBUG: 2025-11-07 06:15:13,120:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,121:      pdf_renderer.py:  470: printSegment: Builds dependency graph
   DEBUG: 2025-11-07 06:15:13,122:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,122:      pdf_renderer.py:  470: printSegment: Handles schema changes
   DEBUG: 2025-11-07 06:15:13,123:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,123:      pdf_renderer.py:  470: printSegment: Environment-aware
   DEBUG: 2025-11-07 06:15:13,124:      pdf_renderer.py:  470: printSegment: 2. Referencing Sources:
   DEBUG: 2025-11-07 06:15:13,125:      pdf_renderer.py:  470: printSegment: SELECT * FROM {{ source('salesforce', 'accounts') }}
   DEBUG: 2025-11-07 06:15:13,125:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,126:      pdf_renderer.py:  470: printSegment: Documents data lineage
   DEBUG: 2025-11-07 06:15:13,127:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,127:      pdf_renderer.py:  470: printSegment: Freshness checks
   DEBUG: 2025-11-07 06:15:13,128:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,128:      pdf_renderer.py:  470: printSegment: Abstraction layer
   DEBUG: 2025-11-07 06:15:13,129:      pdf_renderer.py:  470: printSegment: 3. Variables:
   DEBUG: 2025-11-07 06:15:13,130:      pdf_renderer.py:  470: printSegment: WHERE created_at >= '{{ var("start_date") }}'
   DEBUG: 2025-11-07 06:15:13,130:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,131:      pdf_renderer.py:  470: printSegment: Runtime parameters
   DEBUG: 2025-11-07 06:15:13,132:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,132:      pdf_renderer.py:  470: printSegment: Environment-specific values
   DEBUG: 2025-11-07 06:15:13,133:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,133:      pdf_renderer.py:  470: printSegment: Reusable logic
   DEBUG: 2025-11-07 06:15:13,134:      pdf_renderer.py:  470: printSegment: 4. Macros:
   DEBUG: 2025-11-07 06:15:13,135:      pdf_renderer.py:  470: printSegment: {{ cents_to_dollars('amount_cents') }}
   DEBUG: 2025-11-07 06:15:13,136:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,136:      pdf_renderer.py:  470: printSegment: Reusable functions
   DEBUG: 2025-11-07 06:15:13,137:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,137:      pdf_renderer.py:  470: printSegment: DRY principle
   DEBUG: 2025-11-07 06:15:13,138:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,138:      pdf_renderer.py:  470: printSegment: Package ecosystem
   DEBUG: 2025-11-07 06:15:13,139:      pdf_renderer.py:  470: printSegment: DBT Testing Framework
   DEBUG: 2025-11-07 06:15:13,140:      pdf_renderer.py:  470: printSegment: Schema Tests (Built-in):
   DEBUG: 2025-11-07 06:15:13,140:      pdf_renderer.py:  470: printSegment: models:
   DEBUG: 2025-11-07 06:15:13,141:      pdf_renderer.py:  470: printSegment:   - name: customers
   DEBUG: 2025-11-07 06:15:13,141:      pdf_renderer.py:  470: printSegment:     columns:
   DEBUG: 2025-11-07 06:15:13,142:      pdf_renderer.py:  470: printSegment:       - name: customer_id
   DEBUG: 2025-11-07 06:15:13,142:      pdf_renderer.py:  470: printSegment:         tests:
   DEBUG: 2025-11-07 06:15:13,143:      pdf_renderer.py:  470: printSegment:           - unique
   DEBUG: 2025-11-07 06:15:13,143:      pdf_renderer.py:  470: printSegment:           - not_null
   DEBUG: 2025-11-07 06:15:13,144:      pdf_renderer.py:  470: printSegment:       - name: email
   DEBUG: 2025-11-07 06:15:13,144:      pdf_renderer.py:  470: printSegment:         tests:
   DEBUG: 2025-11-07 06:15:13,145:      pdf_renderer.py:  470: printSegment:           - unique
   DEBUG: 2025-11-07 06:15:13,146:      pdf_renderer.py:  470: printSegment:       - name: status
   DEBUG: 2025-11-07 06:15:13,146:      pdf_renderer.py:  470: printSegment:         tests:
   DEBUG: 2025-11-07 06:15:13,147:      pdf_renderer.py:  470: printSegment:           - accepted_values:
   DEBUG: 2025-11-07 06:15:13,147:      pdf_renderer.py:  470: printSegment:               values: ['active', 'inactive', 'pending']
   DEBUG: 2025-11-07 06:15:13,148:      pdf_renderer.py:  470: printSegment:       - name: country_id
   DEBUG: 2025-11-07 06:15:13,149:      pdf_renderer.py:  470: printSegment:         tests:
   DEBUG: 2025-11-07 06:15:13,149:      pdf_renderer.py:  470: printSegment:           - relationships:
   DEBUG: 2025-11-07 06:15:13,150:      pdf_renderer.py:  470: printSegment:               to: ref('countries')
   DEBUG: 2025-11-07 06:15:13,151:      pdf_renderer.py:  470: printSegment:               field: id
   DEBUG: 2025-11-07 06:15:13,151:      pdf_renderer.py:  470: printSegment: Custom Data Tests:
   DEBUG: 2025-11-07 06:15:13,152:      pdf_renderer.py:  470: printSegment: -- tests/assert_positive_revenue.sql
   DEBUG: 2025-11-07 06:15:13,153:      pdf_renderer.py:  470: printSegment: SELECT *
   DEBUG: 2025-11-07 06:15:13,153:      pdf_renderer.py:  470: printSegment: FROM {{ ref('orders') }}
   DEBUG: 2025-11-07 06:15:13,154:      pdf_renderer.py:  470: printSegment: WHERE revenue < 0
   DEBUG: 2025-11-07 06:15:13,155:      pdf_renderer.py:  470: printSegment: Test Execution:
   DEBUG: 2025-11-07 06:15:13,155:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,156:      pdf_renderer.py:  470: printSegment: Runs as SELECT queries
   DEBUG: 2025-11-07 06:15:13,156:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,157:      pdf_renderer.py:  470: printSegment: Fails if returns rows
   DEBUG: 2025-11-07 06:15:13,157:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,158:      pdf_renderer.py:  470: printSegment: Part of CI/CD pipeline
   DEBUG: 2025-11-07 06:15:13,159:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,159:      pdf_renderer.py:  470: printSegment: Documents data contracts
   DEBUG: 2025-11-07 06:15:13,160:      pdf_renderer.py:  470: printSegment: DBT Layered Architecture
   DEBUG: 2025-11-07 06:15:13,161:      pdf_renderer.py:  470: printSegment: Staging Layer (stg
   DEBUG: 2025-11-07 06:15:13,161:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2025-11-07 06:15:13,162:      pdf_renderer.py:  470: printSegment: ):
   DEBUG: 2025-11-07 06:15:13,162:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,163:      pdf_renderer.py:  470: printSegment: Purpose: Clean and standardize raw data
   DEBUG: 2025-11-07 06:15:13,163:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,164:      pdf_renderer.py:  470: printSegment: Transformations:
   DEBUG: 2025-11-07 06:15:13,165:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,165:      pdf_renderer.py:  470: printSegment: Rename columns to snake
   DEBUG: 2025-11-07 06:15:13,166:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2025-11-07 06:15:13,166:      pdf_renderer.py:  470: printSegment: case
   DEBUG: 2025-11-07 06:15:13,167:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,168:      pdf_renderer.py:  470: printSegment: Cast data types
   DEBUG: 2025-11-07 06:15:13,168:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,169:      pdf_renderer.py:  470: printSegment: Basic filtering
   DEBUG: 2025-11-07 06:15:13,170:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,170:      pdf_renderer.py:  470: printSegment: No business logic
   DEBUG: 2025-11-07 06:15:13,171:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,172:      pdf_renderer.py:  470: printSegment: Materialization: Views
   DEBUG: 2025-11-07 06:15:13,173:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,174:      pdf_renderer.py:  470: printSegment: One source table = One staging model
   DEBUG: 2025-11-07 06:15:13,174:      pdf_renderer.py:  470: printSegment: Intermediate Layer (int
   DEBUG: 2025-11-07 06:15:13,175:      pdf_renderer.py:  470: printSegment: _
   DEBUG: 2025-11-07 06:15:13,175:      pdf_renderer.py:  470: printSegment: ):
   DEBUG: 2025-11-07 06:15:13,176:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,176:      pdf_renderer.py:  470: printSegment: Purpose: Apply business logic
   DEBUG: 2025-11-07 06:15:13,177:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,177:      pdf_renderer.py:  470: printSegment: Transformations:
   DEBUG: 2025-11-07 06:15:13,178:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,179:      pdf_renderer.py:  470: printSegment: Joins between staging models
   DEBUG: 2025-11-07 06:15:13,179:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,179:      pdf_renderer.py:  470: printSegment: Aggregations
   DEBUG: 2025-11-07 06:15:13,180:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,180:      pdf_renderer.py:  470: printSegment: Calculations
   DEBUG: 2025-11-07 06:15:13,181:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,181:      pdf_renderer.py:  470: printSegment: Reusable components
   DEBUG: 2025-11-07 06:15:13,182:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,182:      pdf_renderer.py:  470: printSegment: Materialization: Views or ephemeral
   DEBUG: 2025-11-07 06:15:13,183:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,183:      pdf_renderer.py:  470: printSegment: Not exposed to end users
   DEBUG: 2025-11-07 06:15:13,184:      pdf_renderer.py:  470: printSegment: Marts Layer (no prefix):
   DEBUG: 2025-11-07 06:15:13,184:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,185:      pdf_renderer.py:  470: printSegment: Purpose: Analytics-ready tables
   DEBUG: 2025-11-07 06:15:13,185:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,186:      pdf_renderer.py:  470: printSegment: Transformations:
   DEBUG: 2025-11-07 06:15:13,186:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,187:      pdf_renderer.py:  470: printSegment: Final business metrics
   DEBUG: 2025-11-07 06:15:13,188:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,189:      pdf_renderer.py:  470: printSegment: Denormalized for reporting
   DEBUG: 2025-11-07 06:15:13,190:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,190:      pdf_renderer.py:  470: printSegment: Optimized for queries
   DEBUG: 2025-11-07 06:15:13,191:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,191:      pdf_renderer.py:  470: printSegment: Materialization: Tables
   DEBUG: 2025-11-07 06:15:13,192:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,192:      pdf_renderer.py:  470: printSegment: Exposed to BI tools
   DEBUG: 2025-11-07 06:15:13,193:      pdf_renderer.py:  470: printSegment: Benefits:
   DEBUG: 2025-11-07 06:15:13,193:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,194:      pdf_renderer.py:  470: printSegment: Clear separation of concerns
   DEBUG: 2025-11-07 06:15:13,195:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,195:      pdf_renderer.py:  470: printSegment: Easier to maintain
   DEBUG: 2025-11-07 06:15:13,196:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,196:      pdf_renderer.py:  470: printSegment: Reusable components
   DEBUG: 2025-11-07 06:15:13,197:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,197:      pdf_renderer.py:  470: printSegment: Testable at each layer
   DEBUG: 2025-11-07 06:15:13,199:      pdf_renderer.py:  470: printSegment: Module 5: Apache Airflow Architecture
   DEBUG: 2025-11-07 06:15:13,199:      pdf_renderer.py:  470: printSegment: What is Apache Airflow?
   DEBUG: 2025-11-07 06:15:13,200:      pdf_renderer.py:  470: printSegment: Definition:
   DEBUG: 2025-11-07 06:15:13,201:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2025-11-07 06:15:13,202:      pdf_renderer.py:  470: printSegment: Apache Airflow is an open-source platform to programmatically author, schedule, and monitor
   DEBUG: 2025-11-07 06:15:13,203:      pdf_renderer.py:  470: printSegment: workflows.
   DEBUG: 2025-11-07 06:15:13,203:      pdf_renderer.py:  470: printSegment: Core Concepts:
   DEBUG: 2025-11-07 06:15:13,204:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,205:      pdf_renderer.py:  470: printSegment: Workflows as code (Python)
   DEBUG: 2025-11-07 06:15:13,206:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,207:      pdf_renderer.py:  470: printSegment: DAG (Directed Acyclic Graph)
   DEBUG: 2025-11-07 06:15:13,207:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,208:      pdf_renderer.py:  470: printSegment: Task orchestration
   DEBUG: 2025-11-07 06:15:13,209:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,209:      pdf_renderer.py:  470: printSegment: Dependency management
   DEBUG: 2025-11-07 06:15:13,210:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,211:      pdf_renderer.py:  470: printSegment: Monitoring and alerting
   DEBUG: 2025-11-07 06:15:13,211:      pdf_renderer.py:  470: printSegment: Use Cases:
   DEBUG: 2025-11-07 06:15:13,212:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,213:      pdf_renderer.py:  470: printSegment: ETL/ELT pipelines
   DEBUG: 2025-11-07 06:15:13,213:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,214:      pdf_renderer.py:  470: printSegment: Machine learning workflows
   DEBUG: 2025-11-07 06:15:13,214:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,215:      pdf_renderer.py:  470: printSegment: Data quality checks
   DEBUG: 2025-11-07 06:15:13,216:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,216:      pdf_renderer.py:  470: printSegment: Report generation
   DEBUG: 2025-11-07 06:15:13,217:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,217:      pdf_renderer.py:  470: printSegment: System maintenance tasks
   DEBUG: 2025-11-07 06:15:13,218:      pdf_renderer.py:  470: printSegment: Why Airflow?
   DEBUG: 2025-11-07 06:15:13,219:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2025-11-07 06:15:13,219:      pdf_renderer.py:  470: printSegment: Open source and extensible
   DEBUG: 2025-11-07 06:15:13,220:      pdf_renderer.py:  470: printSegment: l
